founder_id,founder_age,founder_gender,years_with_startup,founder_role,monthly_revenue_generated,work_life_balance_rating,venture_satisfaction,startup_performance_rating,funding_rounds_led,working_overtime,distance_from_investor_hub,education_background,personal_status,num_dependents,startup_stage,team_size_category,years_since_founding,remote_operations,leadership_scope,innovation_support,startup_reputation,founder_visibility,retention_status
73306,52,Female,5,Education,6019.0,,,Average,0,Yes,49,High School,Single,0.0,Mid,Large,22.0,No,No,Yes,Fair,Low,Left
73219,35,Male,23,Finance,10336.0,,High,High,0,No,60,Master’s Degree,Single,3.0,Senior,Medium,59.0,No,No,No,Poor,Medium,Stayed
45368,33,Male,18,Technology,7575.0,Excellent,Very High,Average,0,No,1,Bachelor’s Degree,Married,5.0,Mid,Small,54.0,No,No,No,Good,High,Stayed
48141,22,Male,4,Healthcare,6992.0,Good,High,Below Average,2,No,56,Bachelor’s Degree,Divorced,1.0,Mid,Large,37.0,No,No,No,Good,Medium,Stayed
28317,42,Male,8,Finance,8844.0,Fair,Very High,Average,0,Yes,71,Bachelor’s Degree,Single,0.0,Entry,Medium,36.0,Yes,No,No,Poor,High,Left
27296,37,Female,1,Technology,8837.0,Fair,Medium,Average,0,No,17,Associate Degree,Married,1.0,Senior,Medium,35.0,Yes,No,No,Good,High,Stayed
33909,30,Male,12,Healthcare,7818.0,Good,High,Average,2,Yes,1,PhD,Married,1.0,Senior,Large,77.0,Yes,No,No,Excellent,Low,Stayed
16231,22,Female,8,Education,4250.0,Excellent,Low,High,0,No,51,Bachelor’s Degree,Married,0.0,Mid,Large,42.0,No,No,No,Fair,Medium,Stayed
69340,22,Female,9,Media,6242.0,Good,Very High,Average,1,No,44,Master’s Degree,Single,1.0,Mid,Large,45.0,Yes,No,No,Poor,Low,Left
48510,22,Female,12,Finance,6753.0,Fair,Very High,Average,0,No,64,PhD,Married,0.0,Mid,Small,27.0,No,No,No,Poor,High,Left
57623,23,Male,15,Technology,6388.0,Fair,Medium,Average,0,No,55,Master’s Degree,Divorced,2.0,Mid,Medium,65.0,No,No,Yes,Fair,Medium,Left
1006,48,Female,11,Education,5150.0,Good,High,Low,1,No,39,Associate Degree,Married,4.0,Mid,Large,20.0,No,No,No,Good,Very High,Stayed
52970,44,Female,5,Technology,6795.0,Excellent,High,Average,0,Yes,15,Associate Degree,Married,3.0,Entry,Small,30.0,No,No,Yes,Good,High,Stayed
31671,20,Male,6,Finance,9111.0,Good,High,Average,3,Yes,73,Bachelor’s Degree,Single,2.0,Mid,Large,57.0,No,No,No,Poor,Low,Left
22800,49,Male,1,Finance,12677.0,Fair,Medium,Average,1,No,94,Bachelor’s Degree,Single,1.0,Senior,Small,61.0,No,No,No,Good,Low,Stayed
41362,26,Female,5,Technology,6241.0,Good,Very High,Average,0,No,68,Bachelor’s Degree,Single,1.0,Entry,Small,30.0,Yes,No,No,Poor,Medium,Left
68326,34,Male,23,Healthcare,9153.0,Fair,Medium,Average,1,Yes,43,Bachelor’s Degree,Single,2.0,Senior,Large,92.0,No,No,No,Good,Low,Left
26828,27,Female,11,Education,4027.0,Fair,Medium,Average,2,No,77,High School,Married,1.0,Mid,Medium,80.0,No,No,No,Good,Medium,Left
21772,55,Female,13,Healthcare,7775.0,Good,Medium,Below Average,0,No,2,Bachelor’s Degree,Single,0.0,Entry,Large,64.0,No,No,Yes,Fair,Low,Left
51351,27,Female,4,Media,5569.0,,,Average,3,No,43,Associate Degree,Married,,Mid,Medium,,No,No,Yes,Poor,Low,Stayed
60049,58,Female,41,Technology,,,,High,0,Yes,67,High School,Married,,Entry,,,No,No,No,Poor,High,Left
8971,31,Male,8,Technology,8891.0,Good,Very High,High,4,No,67,High School,Married,3.0,Mid,Small,18.0,No,No,Yes,Poor,High,Stayed
36294,21,Female,5,Education,3737.0,Poor,High,Average,0,No,89,High School,Married,1.0,Entry,Small,84.0,No,No,No,Fair,Medium,Left
25109,50,Female,14,Media,5344.0,Excellent,High,Below Average,1,No,48,Associate Degree,Married,2.0,Senior,Medium,15.0,No,No,No,Good,High,Stayed
4061,44,Female,23,Healthcare,9535.0,Poor,High,Average,0,No,33,High School,Single,0.0,Entry,Medium,94.0,No,No,No,Good,Low,Left
71700,57,Male,5,Healthcare,8590.0,Fair,Medium,Average,0,Yes,90,Master’s Degree,Married,5.0,Senior,Medium,78.0,No,No,No,Excellent,Low,Stayed
72405,51,Male,42,Healthcare,8145.0,Excellent,High,Average,2,No,33,Bachelor’s Degree,Single,0.0,Mid,Medium,66.0,No,No,No,Good,High,Stayed
6180,39,Male,30,Technology,7364.0,Fair,High,Average,0,Yes,30,Master’s Degree,Married,0.0,Senior,Small,40.0,No,No,No,Good,Medium,Stayed
53336,53,Male,32,Healthcare,6045.0,Good,High,Average,1,No,85,Bachelor’s Degree,Divorced,6.0,Mid,Small,46.0,Yes,No,Yes,Good,Low,Stayed
53566,55,Female,1,Media,6785.0,Poor,High,Average,0,No,74,Associate Degree,Married,0.0,Mid,Small,35.0,Yes,No,No,Poor,Medium,Stayed
37999,29,Male,14,Media,5471.0,Fair,Very High,Below Average,0,No,40,Master’s Degree,Single,1.0,Senior,Large,70.0,No,No,No,Poor,High,Stayed
39361,30,Female,12,Media,6581.0,Good,High,Average,1,Yes,4,Bachelor’s Degree,Divorced,4.0,Senior,Medium,70.0,No,No,Yes,Good,Low,Stayed
4928,45,Female,27,Technology,7554.0,Excellent,Medium,High,1,No,55,High School,Single,1.0,Entry,Medium,87.0,No,No,No,Poor,Low,Left
2565,45,Male,28,Technology,8017.0,Good,Very High,High,2,No,83,Bachelor’s Degree,Single,4.0,Entry,Small,60.0,No,No,No,Good,Low,Left
3662,35,Male,6,Education,3566.0,Good,Medium,Average,0,No,89,Bachelor’s Degree,Married,0.0,Mid,Small,48.0,No,No,No,Good,Medium,Left
62527,49,Female,32,Technology,9192.0,Poor,Medium,Average,0,No,90,Bachelor’s Degree,Single,1.0,Entry,Small,105.0,No,No,No,Good,High,Left
59219,26,Male,15,Education,5295.0,Fair,Medium,High,2,Yes,67,Master’s Degree,Married,0.0,Mid,Small,84.0,No,No,Yes,Poor,Medium,Left
22894,19,Male,3,Technology,8663.0,Good,High,High,2,No,58,Associate Degree,Married,4.0,Senior,Medium,78.0,No,No,No,Fair,Low,Stayed
67799,49,Male,2,Education,4534.0,Good,High,Below Average,0,No,51,High School,Divorced,3.0,Mid,Small,10.0,No,No,Yes,Poor,Low,Left
74180,19,Male,10,Healthcare,6249.0,Good,Low,Average,0,Yes,85,High School,Married,2.0,Entry,Medium,22.0,Yes,No,Yes,Good,High,Stayed
13414,30,Male,12,Finance,9344.0,Fair,Very High,Average,3,Yes,80,Associate Degree,Single,5.0,Entry,Large,67.0,No,No,Yes,Fair,High,Stayed
43511,22,Female,11,Education,4446.0,Good,Very High,Average,1,No,2,High School,Single,1.0,Mid,Large,18.0,No,No,No,Good,High,Left
73716,51,Female,42,Education,4082.0,Fair,Medium,High,0,No,41,Bachelor’s Degree,Married,3.0,Senior,Medium,111.0,No,No,No,Good,Medium,Stayed
47747,59,Male,29,Technology,10551.0,Good,Medium,Average,1,Yes,57,Bachelor’s Degree,Married,0.0,Senior,Medium,97.0,No,No,No,Good,Low,Stayed
71693,18,Female,7,Technology,8908.0,Fair,Very High,Average,1,No,70,Master’s Degree,Single,1.0,Mid,Large,38.0,No,No,No,Good,Low,Left
6050,20,Male,2,Technology,6550.0,Excellent,Very High,Below Average,0,No,8,Associate Degree,Single,1.0,Mid,Medium,37.0,No,No,No,Good,Low,Stayed
63325,52,Male,16,Healthcare,6664.0,Good,High,Average,0,Yes,79,Bachelor’s Degree,Married,1.0,Mid,Medium,61.0,No,No,Yes,Poor,Low,Stayed
50451,28,Female,7,Technology,9949.0,Poor,Low,Below Average,2,No,51,Bachelor’s Degree,Divorced,0.0,Mid,Large,71.0,Yes,No,No,Good,Medium,Stayed
23580,28,Male,6,Healthcare,8241.0,Excellent,Very High,High,0,No,90,Associate Degree,Married,4.0,Mid,Small,34.0,No,No,No,Poor,Low,Left
18929,39,Male,30,Technology,8493.0,Good,High,High,0,No,44,Bachelor’s Degree,Single,0.0,Mid,Medium,88.0,No,No,No,Poor,Low,Stayed
48585,52,Male,5,Media,6946.0,Excellent,High,Low,0,Yes,55,Bachelor’s Degree,Single,1.0,Mid,Large,80.0,No,No,No,Good,Low,Left
71383,41,Male,11,Technology,10444.0,,Medium,Below Average,0,No,15,Bachelor’s Degree,Single,0.0,Entry,Small,81.0,No,No,No,Excellent,Medium,Left
63573,41,Female,31,Technology,10254.0,Excellent,High,Average,2,No,96,Master’s Degree,Divorced,3.0,Entry,Medium,77.0,No,No,Yes,Poor,Low,Left
17068,35,Female,16,Media,5105.0,Poor,High,Average,1,No,23,Master’s Degree,Single,1.0,Entry,Large,50.0,No,No,No,Good,Medium,Left
39235,39,Male,25,Education,5105.0,Fair,High,Average,0,No,27,Bachelor’s Degree,Married,0.0,Mid,Medium,99.0,No,Yes,No,Good,Medium,Stayed
69293,20,Male,2,Finance,10207.0,Fair,Low,Below Average,0,Yes,40,Bachelor’s Degree,Single,2.0,Senior,Medium,32.0,No,No,No,Fair,Very High,Left
17572,19,Female,7,Healthcare,9763.0,Fair,High,High,2,No,93,High School,Married,5.0,Mid,Medium,51.0,Yes,No,No,Poor,Very High,Left
17378,40,Female,2,Finance,5610.0,Poor,High,Average,2,No,53,Associate Degree,Married,4.0,Entry,Medium,67.0,No,No,No,Good,Medium,Left
1763,56,Male,20,Healthcare,7125.0,Good,Medium,Average,0,No,89,High School,Divorced,3.0,Mid,Medium,32.0,No,Yes,No,Good,Low,Stayed
16753,43,Female,14,Education,5763.0,Fair,Medium,Average,1,No,92,High School,Married,1.0,Entry,Large,58.0,Yes,No,No,Good,High,Stayed
1889,48,Female,15,Education,,,,Average,0,No,93,Associate Degree,Married,,Mid,,,No,No,Yes,Good,Low,Stayed
15538,57,Female,15,Technology,10527.0,Fair,Very High,Average,1,No,21,Associate Degree,Married,0.0,Entry,Small,88.0,No,No,No,Fair,Low,Left
67073,38,Female,3,Finance,11189.0,,,Average,1,No,44,Master’s Degree,Single,1.0,Mid,Medium,16.0,No,No,Yes,Poor,High,Stayed
37589,30,Male,11,Healthcare,7943.0,,Low,Average,0,No,75,Bachelor’s Degree,Single,3.0,Senior,Medium,25.0,Yes,No,Yes,Fair,High,Stayed
4305,20,Female,11,Finance,4911.0,Fair,High,Average,0,No,65,High School,Married,0.0,Entry,Small,15.0,Yes,No,Yes,Fair,Medium,Left
62110,39,Male,10,Technology,8199.0,Good,Medium,Average,1,No,22,Master’s Degree,Single,1.0,Entry,Medium,51.0,No,No,No,Good,Low,Left
10666,19,Female,4,Education,4076.0,Good,High,Average,3,Yes,80,High School,Married,1.0,Mid,Small,25.0,No,No,No,Excellent,High,Left
20729,41,Female,4,Education,5262.0,,Medium,High,1,No,48,High School,Single,0.0,Mid,Large,6.0,No,No,No,Excellent,Low,Left
12170,20,Female,11,Education,2958.0,Fair,High,High,0,No,72,PhD,Single,2.0,Entry,Medium,58.0,No,No,No,Excellent,High,Stayed
22139,55,Female,18,Finance,8383.0,Good,Medium,Average,0,No,88,Bachelor’s Degree,Married,0.0,Mid,Large,56.0,No,No,No,Good,Medium,Stayed
63772,51,Female,35,Technology,8756.0,Fair,Low,Average,3,No,6,PhD,Married,0.0,Senior,Medium,83.0,Yes,No,Yes,Fair,High,Stayed
69452,39,Male,3,Healthcare,6959.0,Fair,High,Average,0,No,12,Associate Degree,Married,2.0,Entry,Medium,48.0,No,Yes,No,Excellent,Medium,Left
69479,48,Male,5,Media,7315.0,Poor,High,Average,0,Yes,5,Bachelor’s Degree,Single,0.0,Entry,Small,49.0,No,No,No,Excellent,High,Left
67959,18,Male,7,Technology,7683.0,,,Average,2,No,28,Bachelor’s Degree,Single,,Entry,,,Yes,No,No,Good,Medium,Stayed
55635,56,Male,7,Technology,10111.0,Fair,High,Average,1,Yes,58,Associate Degree,Divorced,0.0,Senior,Medium,78.0,No,Yes,No,Fair,Low,Stayed
71976,51,Female,22,Finance,6508.0,Good,Low,Average,2,Yes,91,High School,Married,1.0,Mid,Small,64.0,Yes,No,No,Good,Medium,Stayed
16795,20,Female,7,Finance,8723.0,,High,Average,0,Yes,13,Associate Degree,Single,4.0,Mid,Medium,75.0,No,No,No,Good,Low,Stayed
62287,50,Female,13,Technology,11246.0,Good,Very High,Average,2,Yes,52,Bachelor’s Degree,Married,0.0,Mid,Large,24.0,No,No,No,Excellent,Low,Left
34445,37,Male,24,Media,5962.0,,,High,0,No,11,PhD,Married,,Entry,Medium,87.0,No,No,No,Fair,Low,Stayed
18950,58,Male,48,Education,3259.0,,,Average,0,Yes,29,Bachelor’s Degree,Single,,Mid,Large,97.0,No,No,Yes,Good,Medium,Left
63300,43,Male,29,Education,3607.0,Good,Medium,Average,0,No,15,Associate Degree,Married,0.0,Mid,Medium,75.0,No,Yes,No,Fair,High,Stayed
16498,22,Male,7,Healthcare,7603.0,,High,Average,3,No,34,Associate Degree,Married,1.0,Entry,Small,58.0,No,No,No,Good,Low,Stayed
53149,42,Female,12,Education,6392.0,Good,Medium,Average,0,No,52,Associate Degree,Single,4.0,Senior,Medium,60.0,No,No,No,Fair,High,Stayed
67108,26,Male,10,Technology,7624.0,Fair,High,Average,3,No,12,High School,Married,1.0,Entry,Large,14.0,No,No,No,Good,High,Stayed
17225,21,Female,9,Technology,7114.0,Fair,Medium,Average,0,No,14,Master’s Degree,Married,1.0,Entry,Small,49.0,Yes,No,Yes,Good,Medium,Stayed
32460,47,Female,38,Media,5531.0,Excellent,High,Below Average,0,No,2,PhD,Single,0.0,Mid,Medium,41.0,Yes,No,No,Good,Medium,Stayed
70158,28,Female,10,Technology,8293.0,Fair,High,Average,2,No,58,Bachelor’s Degree,Single,0.0,Senior,Medium,35.0,No,No,No,Good,Medium,Left
31026,30,Male,11,Education,3778.0,,Medium,Average,2,No,10,Associate Degree,Single,0.0,Entry,Large,66.0,No,No,No,Fair,High,Left
55359,25,Female,5,Media,5849.0,Excellent,Medium,Average,1,No,73,Bachelor’s Degree,Single,1.0,Mid,Large,43.0,Yes,No,No,Good,Medium,Stayed
67283,28,Male,14,Education,6567.0,Excellent,High,High,3,No,61,High School,Divorced,0.0,Mid,Medium,41.0,No,No,No,Fair,High,Stayed
35231,58,Female,29,Media,5219.0,Fair,High,Average,1,No,53,High School,Single,0.0,Mid,Small,84.0,No,No,No,Good,Medium,Left
10024,53,Male,39,Education,4812.0,Fair,Very High,Average,2,Yes,51,High School,Married,3.0,Mid,Medium,67.0,No,No,Yes,Fair,Low,Stayed
23745,23,Male,7,Technology,7539.0,Good,Very High,Average,1,Yes,2,PhD,Married,1.0,Entry,Medium,50.0,No,No,No,Good,Medium,Stayed
64812,22,Male,8,Finance,9212.0,Fair,High,Low,0,Yes,45,Master’s Degree,Divorced,3.0,Entry,Large,25.0,No,No,No,Good,Low,Left
50142,42,Female,9,Technology,8847.0,Excellent,High,High,0,No,84,Bachelor’s Degree,Single,3.0,Mid,Medium,54.0,No,No,No,Excellent,Medium,Left
38274,29,Male,13,Healthcare,8863.0,Good,Low,Average,4,No,66,Master’s Degree,Single,1.0,Entry,Small,52.0,No,No,No,Good,High,Left
33642,48,Male,24,Healthcare,10114.0,Good,Medium,Low,0,No,2,Master’s Degree,Married,1.0,Senior,Medium,64.0,No,No,No,Excellent,High,Stayed
38971,47,Female,10,Education,4303.0,Good,Very High,Average,0,Yes,93,Master’s Degree,Single,0.0,Mid,Small,65.0,No,No,No,Poor,Low,Left
23111,33,Male,18,Media,5858.0,Fair,High,Average,1,No,26,Associate Degree,Single,1.0,Mid,Medium,76.0,Yes,No,No,Fair,Low,Stayed
63430,36,Male,3,Media,6090.0,Good,High,High,1,Yes,22,High School,Single,4.0,Entry,Medium,40.0,No,No,No,Poor,Low,Left
72597,48,Female,35,Technology,6412.0,Fair,High,Average,1,Yes,17,Bachelor’s Degree,Divorced,0.0,Entry,Medium,38.0,No,No,No,Fair,Medium,Left
8486,40,Male,7,Technology,7702.0,,Medium,Average,1,No,51,Associate Degree,Married,0.0,Entry,Small,8.0,No,No,No,Fair,High,Left
41227,30,Female,20,Healthcare,7231.0,Good,Low,High,3,Yes,65,Associate Degree,Married,4.0,Entry,Small,75.0,No,No,No,Fair,Very High,Stayed
63039,50,Male,29,Technology,5906.0,,,Average,0,No,76,Bachelor’s Degree,Married,,Entry,Medium,,No,No,Yes,Good,Low,Left
58462,39,Male,4,Finance,11131.0,,,High,1,No,10,PhD,Married,,Mid,Small,11.0,No,No,No,Good,Medium,Stayed
59652,32,Male,15,Education,3134.0,Poor,Very High,Average,0,Yes,61,Associate Degree,Divorced,0.0,Entry,Medium,18.0,Yes,No,No,Good,Low,Left
47850,48,Male,30,Healthcare,8835.0,Good,Low,High,0,No,62,Associate Degree,Married,0.0,Entry,Medium,31.0,No,No,No,Good,Medium,Stayed
30557,29,Male,13,Technology,8344.0,,High,High,0,Yes,95,Master’s Degree,Divorced,3.0,Entry,Medium,28.0,Yes,No,No,Good,Low,Stayed
67460,32,Female,5,Finance,5315.0,Poor,Low,Average,1,No,68,Bachelor’s Degree,Single,0.0,Mid,Medium,24.0,No,No,Yes,Good,High,Left
42905,42,Female,6,Technology,8064.0,Fair,Medium,Average,1,Yes,96,Bachelor’s Degree,Married,2.0,Mid,Medium,36.0,No,No,No,Good,Very High,Stayed
68595,18,Male,6,Media,6638.0,,,Average,2,No,66,Associate Degree,Married,,Entry,,,No,No,No,Excellent,Low,Left
46947,58,Female,28,Media,5626.0,,,Below Average,0,No,40,Master’s Degree,Divorced,4.0,Mid,Medium,81.0,No,No,No,Good,Low,Stayed
73400,44,Male,11,Technology,8986.0,Good,High,Average,0,Yes,45,Master’s Degree,Single,0.0,Entry,Medium,85.0,No,Yes,No,Good,Medium,Left
66823,41,Female,4,Education,5507.0,Excellent,Very High,Average,0,No,63,Master’s Degree,Single,3.0,Senior,Medium,11.0,No,No,Yes,Good,Low,Left
26531,53,Female,41,Media,5932.0,Good,Very High,Average,1,No,50,Bachelor’s Degree,Single,0.0,Senior,Large,107.0,Yes,No,No,Good,Low,Stayed
41387,49,Male,19,Media,5603.0,Good,High,Average,3,Yes,89,Master’s Degree,Divorced,1.0,Mid,Small,82.0,Yes,No,No,Good,High,Stayed
7647,43,Male,19,Media,5438.0,,,Below Average,1,No,93,Associate Degree,Married,0.0,Mid,Medium,48.0,Yes,No,No,Poor,Medium,Left
54862,51,Female,39,Technology,8969.0,Good,High,Average,1,Yes,70,Master’s Degree,Divorced,4.0,Entry,Large,93.0,No,No,No,Poor,Very High,Left
9318,58,Male,42,Technology,7461.0,Good,High,Average,0,No,71,High School,Single,4.0,Mid,Medium,105.0,No,No,No,Good,Low,Stayed
21742,34,Female,13,Healthcare,6494.0,Fair,Very High,Average,2,No,85,Master’s Degree,Divorced,3.0,Entry,Small,43.0,No,No,No,Good,Very High,Left
61953,59,Male,15,Healthcare,8437.0,Good,Low,Average,0,No,77,Master’s Degree,Married,2.0,Mid,Medium,59.0,No,No,No,Fair,Medium,Left
52129,41,Female,7,Technology,11617.0,Good,Medium,Below Average,0,No,47,Bachelor’s Degree,Single,0.0,Mid,Medium,59.0,No,No,No,Fair,Very High,Stayed
52886,30,Female,6,Finance,8068.0,,Low,Average,1,Yes,11,Bachelor’s Degree,Married,1.0,Senior,Large,51.0,Yes,No,No,Excellent,Medium,Stayed
46980,52,Male,22,Healthcare,7343.0,Fair,High,Below Average,0,Yes,25,Bachelor’s Degree,Divorced,0.0,Mid,Large,87.0,No,No,No,Good,Low,Left
54654,21,Male,13,Technology,10441.0,Fair,High,High,2,No,86,Master’s Degree,Single,0.0,Mid,Medium,52.0,No,No,No,Poor,Low,Left
68362,37,Female,27,Education,3900.0,Excellent,High,Average,0,No,12,Master’s Degree,Married,1.0,Entry,Large,55.0,No,No,No,Good,Low,Stayed
6119,22,Male,5,Education,3872.0,,,Average,0,No,88,High School,Married,4.0,Entry,Small,31.0,No,No,No,Good,High,Left
32506,18,Male,2,Technology,10174.0,Fair,Very High,High,1,No,58,Bachelor’s Degree,Single,0.0,Mid,Small,16.0,No,No,No,Good,Medium,Left
13720,49,Female,21,Finance,6653.0,Fair,High,Average,3,Yes,32,Associate Degree,Single,3.0,Entry,Medium,76.0,No,No,No,Excellent,Medium,Stayed
54422,40,Female,30,Finance,5547.0,,,Low,0,No,45,Associate Degree,Single,0.0,Entry,Small,66.0,Yes,No,No,Good,Medium,Stayed
24109,53,Male,40,Finance,6638.0,,,Average,1,Yes,96,Master’s Degree,Divorced,,Entry,,,No,No,No,Good,Medium,Left
4932,30,Female,12,Healthcare,7068.0,,High,Average,0,No,67,Associate Degree,Married,3.0,Mid,Small,39.0,No,No,No,Good,Medium,Stayed
5445,20,Male,3,Healthcare,8574.0,Good,High,Below Average,1,No,59,Bachelor’s Degree,Married,0.0,Mid,Medium,19.0,No,No,No,Good,Very High,Stayed
2985,55,Male,39,Media,4982.0,Poor,High,Average,3,Yes,52,Associate Degree,Married,4.0,Mid,Medium,46.0,No,No,No,Good,Low,Stayed
53392,27,Male,11,Healthcare,7286.0,Poor,Medium,Average,1,Yes,85,Master’s Degree,Single,0.0,Entry,Medium,75.0,No,No,No,Fair,Medium,Left
63603,54,Female,11,Healthcare,7995.0,Excellent,Very High,Low,0,No,73,Master’s Degree,Married,0.0,Entry,Medium,33.0,No,No,No,Excellent,Medium,Stayed
72468,59,Female,37,Finance,5608.0,Fair,Very High,Below Average,0,Yes,93,Associate Degree,Married,1.0,Senior,Medium,101.0,No,No,No,Good,Low,Stayed
6129,26,Male,5,Media,6466.0,Fair,High,High,0,No,99,Master’s Degree,Married,1.0,Entry,Small,80.0,No,No,No,Good,Low,Left
61080,21,Male,6,Technology,8232.0,Fair,High,Low,2,Yes,47,Master’s Degree,Single,5.0,Entry,Medium,83.0,No,No,No,Excellent,Low,Left
33289,40,Female,22,Technology,6630.0,Good,High,Below Average,1,Yes,64,Bachelor’s Degree,Married,0.0,Mid,Large,79.0,No,No,No,Good,Low,Stayed
51949,18,Female,5,Media,5540.0,Good,High,Below Average,0,No,92,High School,Married,1.0,Mid,Medium,80.0,No,No,No,Fair,Low,Left
37630,27,Male,15,Healthcare,7733.0,Good,High,Average,0,No,57,PhD,Divorced,0.0,Entry,Medium,24.0,No,Yes,No,Excellent,Low,Stayed
74313,36,Female,15,Healthcare,7031.0,Good,High,Below Average,0,No,11,Master’s Degree,Married,0.0,Entry,Small,93.0,Yes,No,No,Excellent,Low,Stayed
42776,34,Male,10,Media,5701.0,Poor,Low,Average,0,No,50,Master’s Degree,Divorced,1.0,Mid,Medium,27.0,No,No,No,Fair,Medium,Stayed
25589,39,Male,30,Healthcare,7059.0,Excellent,High,Below Average,1,No,60,High School,Married,3.0,Entry,Medium,93.0,No,No,No,Poor,Medium,Stayed
25669,41,Female,4,Media,5641.0,Good,High,Average,0,No,7,Associate Degree,Married,1.0,Entry,Small,37.0,No,No,No,Poor,High,Left
34632,29,Female,17,Media,,,,High,0,Yes,73,Bachelor’s Degree,Single,,Senior,,,No,No,Yes,Fair,Low,Left
73389,19,Male,9,Technology,9690.0,Good,Very High,Below Average,1,Yes,28,Bachelor’s Degree,Divorced,2.0,Mid,Medium,51.0,No,No,No,Excellent,Medium,Stayed
39309,40,Female,30,Finance,9499.0,Poor,High,Below Average,2,No,6,High School,Divorced,0.0,Entry,Medium,96.0,No,No,No,Fair,High,Left
8911,26,Male,3,Finance,8246.0,Good,Very High,Below Average,3,No,62,Bachelor’s Degree,Married,0.0,Mid,Large,18.0,Yes,No,No,Good,High,Stayed
55587,31,Female,13,Finance,7607.0,Good,Very High,High,1,No,81,Associate Degree,Married,4.0,Entry,Medium,90.0,No,No,No,Fair,Medium,Stayed
29109,52,Male,38,Technology,9711.0,Poor,High,Average,0,No,45,High School,Married,0.0,Entry,Small,45.0,No,No,No,Good,Medium,Left
34657,46,Male,29,Finance,10325.0,,,Average,0,Yes,57,Associate Degree,Married,,Entry,Medium,,No,No,No,Fair,Medium,Stayed
37278,49,Female,5,Technology,9958.0,Fair,High,High,0,No,94,PhD,Married,2.0,Mid,Medium,27.0,No,No,No,Good,Medium,Left
28348,43,Female,12,Education,4941.0,Fair,High,High,1,Yes,27,Bachelor’s Degree,Single,0.0,Mid,Medium,41.0,No,No,No,Poor,Low,Left
38606,40,Female,5,Healthcare,9606.0,Excellent,High,High,2,No,99,Associate Degree,Married,2.0,Mid,Medium,62.0,No,No,No,Fair,High,Left
55860,52,Male,3,Technology,7181.0,Fair,High,Average,0,No,68,Associate Degree,Married,1.0,Entry,Large,74.0,Yes,No,No,Excellent,High,Stayed
37550,37,Female,2,Media,5922.0,Fair,Very High,Below Average,1,No,42,Bachelor’s Degree,Married,4.0,Entry,Small,68.0,No,No,No,Good,Very High,Left
48034,39,Male,28,Technology,7955.0,Fair,Medium,Average,1,No,24,Master’s Degree,Married,1.0,Mid,Medium,37.0,No,No,No,Poor,Low,Stayed
42963,39,Male,3,Technology,9181.0,Poor,Very High,High,2,Yes,45,Master’s Degree,Single,3.0,Mid,Medium,23.0,No,No,No,Good,Medium,Stayed
27614,37,Female,10,Media,7015.0,Excellent,Very High,Average,1,No,53,Associate Degree,Single,3.0,Entry,Small,42.0,No,No,No,Good,High,Left
68630,42,Male,18,Healthcare,8226.0,Good,High,Average,0,No,9,High School,Married,0.0,Senior,Large,80.0,No,No,No,Fair,Low,Stayed
35918,43,Male,33,Media,5974.0,Fair,Medium,Average,0,Yes,70,Associate Degree,Single,2.0,Senior,Small,43.0,No,No,Yes,Good,Low,Left
51290,56,Female,27,Finance,7217.0,Excellent,Medium,Average,2,No,4,Master’s Degree,Married,3.0,Senior,Large,105.0,No,No,Yes,Excellent,Medium,Stayed
9205,35,Male,4,Healthcare,8913.0,Good,Very High,Average,0,No,86,Associate Degree,Single,1.0,Entry,Large,22.0,No,No,No,Fair,Medium,Left
14295,31,Female,21,Technology,10133.0,Fair,Medium,Below Average,1,Yes,49,High School,Married,1.0,Senior,Medium,51.0,No,No,No,Good,Medium,Stayed
41108,45,Female,28,Finance,3208.0,Excellent,Very High,High,0,No,31,Associate Degree,Single,1.0,Entry,Medium,56.0,No,No,No,Good,Very High,Left
52075,32,Male,9,Media,5355.0,Excellent,High,Average,0,No,92,Bachelor’s Degree,Single,0.0,Mid,Medium,22.0,Yes,No,No,Good,Medium,Stayed
69365,51,Male,21,Technology,10032.0,Poor,Medium,Low,0,Yes,75,Associate Degree,Divorced,2.0,Entry,Medium,82.0,Yes,No,Yes,Good,Medium,Left
31394,38,Female,18,Technology,11622.0,Fair,High,Average,0,No,96,High School,Married,1.0,Mid,Medium,83.0,No,No,No,Good,Low,Left
63173,31,Female,11,Media,6324.0,Good,Medium,High,0,Yes,48,Bachelor’s Degree,Married,2.0,Senior,Small,28.0,No,No,No,Good,High,Stayed
17232,59,Female,47,Healthcare,8638.0,Fair,Very High,High,2,Yes,39,Bachelor’s Degree,Married,1.0,Senior,Medium,49.0,No,No,No,Good,Medium,Stayed
48060,20,Male,6,Finance,10123.0,Excellent,Medium,Average,2,No,64,High School,Single,0.0,Entry,Large,29.0,Yes,No,No,Excellent,Low,Left
51155,31,Female,7,Technology,9962.0,Poor,Medium,Average,1,No,91,Associate Degree,Single,3.0,Mid,Small,41.0,No,No,Yes,Good,High,Left
61071,58,Male,38,Technology,11565.0,,High,Average,0,No,28,Bachelor’s Degree,Married,2.0,Mid,Large,43.0,No,No,No,Good,Low,Stayed
35221,55,Male,19,Technology,9876.0,Fair,Low,High,0,No,35,Master’s Degree,Single,3.0,Entry,Medium,62.0,No,No,No,Excellent,Low,Left
